C14	-3.0	-3.0	-0.0004345117740176922	-0.00043451177401768876	-2.9999999999999996	-0.00043451177401768876	-0.0004345117740176922	-3.0	-0.0004345117740176922	-1.561550127561555	-0.9008789527350328	-1.2351837768669947	-1.521230848823544	-0.5633797607920012	-0.4807458976996617	-1.2832658695818036	-1.077228672160547	-1.7258968281520874
C17	-3.0	-3.0	-0.0004345117740176922	-0.00043451177401768876	-0.0004345117740177096	-0.00043451177401768876	-0.0004345117740176922	-0.0004345117740177096	-0.0004345117740176922	-1.6019424160034663	-0.9665253783511061	-1.2896530101999615	-1.5850886090775205	-0.5901247583451263	-0.40479771048143376	-1.358035245154395	-1.1090710617445638	-1.7768212165349886
C18	-3.0	-3.0	-0.0004345117740176922	-0.00043451177401770263	-0.0004345117740177651	-0.00043451177401768876	-0.00043451177401769916	-0.00043451177401765406	-0.0004345117740176905	-1.576982211222705	-0.9523249320863285	-1.3674446713878514	-1.4819477664894916	-0.5255057899077052	-0.481071231449254	-1.2766103355120195	-1.066004076083923	-1.7379502781364304
C12	-3.0	-3.0	-0.00043451177401769916	-0.00043451177401770263	-0.0004345117740178761	-0.00043451177401768876	-0.00043451177401769916	-0.0004345117740177651	-0.0004345117740176905	-1.5682456445965345	-0.9214297923629577	-1.255350756090721	-1.5202096567652	-0.5548302550508769	-0.4761434989485176	-1.2789443896522488	-1.0814051102870168	-1.7245981775373307
C3	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-1.5754542060900203	-0.9442087500047822	-1.3519552352906967	-1.4871309078477728	-0.5248966414823772	-0.4768957754522008	-1.3036259077920835	-1.0807609345541613	-1.749034057077334
C5	-3.0	-3.0	-0.0004345117740176922	-0.00043451177401768876	-3.0	-0.00043451177401768876	-0.0004345117740176922	-0.0004345117740177096	-0.0004345117740176922	-1.563975506029197	-0.8997838981564343	-1.194039875375951	-1.5098222782927582	-0.5724867077767273	-0.5002154869227787	-1.2376796706559208	-1.0473254182951153	-1.6849799941697685
C15	-3.0	-3.0	-0.0004345117740177061	-0.0004345117740177096	-0.00043451177401798713	-0.0004345117740177165	-0.0004345117740176749	-0.00043451177401754304	-0.00043451177401768876	-1.5781897368480422	-0.9943451464264565	-1.3700963061170808	-1.5805776358216426	-0.6036749847366004	-0.39788745233159734	-1.355490061582912	-1.035224947278512	-1.7492115388489309
C16	-3.0	-3.0	-0.0004345117740177061	-0.0004345117740177096	-0.00043451177401798713	-0.00043451177401768876	-0.0004345117740176818	-0.0004345117740177096	-0.00043451177401768876	-1.5824877127745276	-0.9597318060570227	-1.3586643904718625	-1.5005371347063778	-0.5217665716886267	-0.46783858464536554	-1.304731027670358	-1.0964709000630615	-1.7522906237211928
C1	-3.0	-3.0	-0.00043451177401769916	-0.00043451177401770263	-0.0004345117740178761	-0.00043451177401768876	-0.00043451177401769916	-0.0004345117740177651	-0.0004345117740176905	-1.5894786716575287	-0.9798948233256239	-1.377860037400895	-1.5756985133497903	-0.5799948507624479	-0.4011961640492087	-1.3682307508500835	-1.0870081658069224	-1.7888222255559711
C13	-3.0	-3.0	-0.0004345117740177096	-0.00043451177401768876	-0.0004345117740179316	-0.00043451177401773733	-0.00043451177401766794	-0.00043451177401754304	-0.00043451177401768876	-1.5984642872242547	-0.9913979689663235	-1.375555657213943	-1.6067179003461114	-0.6016671395062767	-0.37416848114586204	-1.4025801649526364	-1.1079122968250137	-1.811684992032407
C0	-3.0	-3.0	-0.00043451177401770263	-0.0004345117740177096	-3.000000000000001	-0.00043451177401768876	-0.00043451177401768876	-3.000000000000001	-0.00043451177401768876	-1.558424408079447	-0.8913502804618574	-1.1758106567375894	-1.5304607314279695	-0.5881935369624167	-0.4906959323252663	-1.2493290018256369	-1.0466176108287215	-1.691768491168983
C8	-3.0	-3.0	-0.0004345117740177061	-0.0004345117740177096	-0.00043451177401798713	-0.0004345117740177096	-0.0004345117740176749	-0.00043451177401759855	-0.00043451177401768876	-1.5878143839188847	-0.996581981054983	-1.37230295758712	-1.6060823452913449	-0.6141622032012933	-0.3773470920313873	-1.3867779676558234	-1.0658840121983753	-1.7809581374392054
C9	-3.0	-3.0	-0.00043451177401770263	-0.0004345117740177096	-0.0004345117740179316	-0.00043451177401768876	-0.0004345117740176922	-0.0004345117740177651	-0.00043451177401768876	-1.5570403743539587	-0.896318207328214	-1.1939478903825962	-1.5274172241194643	-0.5800059626746272	-0.48575104712401423	-1.2590512171962933	-1.0622146731087931	-1.7007194708639042
C2	-3.0	-3.0	-0.0004345117740176922	-3.0	-3.0	-3.0	-3.0	-3.0	-0.0004345117740176922	-1.569638601327909	-0.918675811970237	-1.3237354291716734	-1.4976350240807805	-0.537362951352562	-0.4775516452803128	-1.3047119078824119	-1.0840950833612932	-1.7427143874264064
C4	-3.0	-3.0	-0.0004345117740176922	-3.0	-3.0	-3.0	-0.0004345117740176922	-3.0	-0.0004345117740176922	-1.570881719706969	-0.9083001287013485	-1.2995973307549518	-1.5007045086455897	-0.5411452240839567	-0.4807870140918368	-1.3010292747357397	-1.0865189128649662	-1.7500513164698082
C7	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-0.0004345117740176922	-1.5735600370986846	-0.9341129897001315	-1.3430153811059697	-1.4985316114270006	-0.5295400105070958	-0.4744633575822743	-1.3102370477118535	-1.0852620312982613	-1.7481063386856563
C10	-3.0	-3.0	-0.0004345117740176922	-0.0004345117740176957	-0.0004345117740177096	-0.00043451177401768876	-0.00043451177401769916	-0.00043451177401765406	-0.0004345117740176905	-1.5738765415530311	-0.9343713982497804	-1.309712868997528	-1.5007106394078265	-0.5342450025337794	-0.47904046721078775	-1.2854529906227932	-1.0867736415900695	-1.737565003715486
C11	-3.0	-3.0	-0.0004345117740177096	-0.0004345117740176749	-0.0004345117740178206	-0.00043451177401773733	-0.00043451177401766794	-0.00043451177401765406	-0.00043451177401768876	-1.579082015744564	-0.9813953333175925	-1.3752458603643518	-1.5561807958891898	-0.5812140753644751	-0.4162573619707461	-1.3416481997806606	-1.0458389218832733	-1.7481165073377543
C6	-3.0	-3.0	-0.0004345117740176922	-3.0	-3.0	-0.00043451177401768876	-0.0004345117740176922	-3.0	-0.0004345117740176922	-1.5701220188177911	-0.910804250286748	-1.282647097342232	-1.5060349918421123	-0.5457406892257609	-0.47967748083152006	-1.2923410836142106	-1.0865467087050895	-1.7445028779806233
