C12	-3.0	-3.0	-0.0004345117740177096	-0.0004345117740177096	-0.00043451177401804264	-0.0004345117740177304	-0.0004345117740176714	-0.00043451177401748753	-0.00043451177401768876	-1.580678217490492	-0.9562999433010451	-1.359170838597062	-1.494717490369532	-0.5229606352109946	-0.4724837457358691	-1.2954587276485663	-1.0878864511542958	-1.7475391979218395
C3	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-0.0004345117740176922	-1.5735600370986846	-0.9341129897001315	-1.3430153811059697	-1.4985316114270006	-0.5295400105070958	-0.4744633575822743	-1.3102370477118535	-1.0852620312982613	-1.7481063386856563
C5	-3.0	-3.0	-0.0004345117740176922	-0.00043451177401768876	-3.0	-0.00043451177401768876	-0.0004345117740176922	-0.0004345117740177096	-0.0004345117740176922	-1.563975506029197	-0.8997838981564343	-1.194039875375951	-1.5098222782927582	-0.5724867077767273	-0.5002154869227787	-1.2376796706559208	-1.0473254182951153	-1.6849799941697685
C1	-3.0	-3.0	-0.0004345117740177061	-0.0004345117740177096	-2.9999999999999996	-0.00043451177401770263	-0.00043451177401767835	-2.9999999999999996	-0.00043451177401768876	-1.559029386043726	-0.8931945396115042	-1.1873022283755388	-1.5286743025367904	-0.5833908706068525	-0.4887701191719235	-1.2558974278429593	-1.0525423323768168	-1.698373975746358
C13	-3.0	-3.0	-0.0004345117740177061	-0.0004345117740177096	-0.00043451177401798713	-0.0004345117740177096	-0.0004345117740176749	-0.00043451177401759855	-0.00043451177401768876	-1.5826499694705114	-0.9963057028980106	-1.3697637247031753	-1.5947446147628597	-0.6105863639522915	-0.386768452320059	-1.3712088578122539	-1.0485318677918478	-1.7631106532054903
C0	-3.0	-3.0	-0.0004345117740177061	-0.0004345117740177096	-0.00043451177401798713	-0.0004345117740177165	-0.00043451177401767835	-0.00043451177401759855	-0.00043451177401768876	-1.5935764690878302	-0.9830844909592265	-1.3708693879454719	-1.5849721429386059	-0.5845988681746462	-0.39393254489235646	-1.3776404959775763	-1.0979387363832867	-1.795946300391566
C8	-3.0	-3.0	-0.00043451177401770263	-0.0004345117740177096	-0.0004345117740179316	-0.00043451177401768876	-0.00043451177401768876	-0.0004345117740178206	-0.00043451177401768876	-1.5718369861320811	-0.9286412906880845	-1.2774590104562673	-1.514840303622429	-0.5474862097605441	-0.4749796365008291	-1.2836638193551437	-1.0836090768188777	-1.7318106008036278
C9	-3.0	-3.0	-0.0004345117740177096	-0.0004345117740176263	-0.000434511774017432	-0.0004345117740177512	-0.00043451177401766447	-0.00043451177401798713	-0.00043451177401768876	-1.5784662223504657	-0.9845210745133073	-1.3736175918957245	-1.5611511453054017	-0.5863882366868768	-0.41259544741975196	-1.3436232279985756	-1.041908965720566	-1.7470704669485644
C2	-3.0	-3.0	-0.0004345117740176922	-3.0	-3.0	-3.0	-3.0	-3.0	-0.0004345117740176922	-1.569638601327909	-0.918675811970237	-1.3237354291716734	-1.4976350240807805	-0.537362951352562	-0.4775516452803128	-1.3047119078824119	-1.0840950833612932	-1.7427143874264064
C4	-3.0	-3.0	-0.0004345117740176922	-3.0	-3.0	-3.0	-0.0004345117740176922	-3.0	-0.0004345117740176922	-1.570881719706969	-0.9083001287013485	-1.2995973307549518	-1.5007045086455897	-0.5411452240839567	-0.4807870140918368	-1.3010292747357397	-1.0865189128649662	-1.7500513164698082
C7	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-1.5754542060900203	-0.9442087500047822	-1.3519552352906967	-1.4871309078477728	-0.5248966414823772	-0.4768957754522008	-1.3036259077920835	-1.0807609345541613	-1.749034057077334
C10	-3.0	-3.0	-0.00043451177401770263	-0.0004345117740177096	-0.0004345117740179316	-0.00043451177401768876	-0.0004345117740176853	-0.0004345117740177651	-0.00043451177401768876	-1.5580833038455775	-0.8981968930090579	-1.1998194172247365	-1.526805841685934	-0.5774882983021951	-0.48468188077557306	-1.261398112337495	-1.064967859398035	-1.7034320508626501
C11	-3.0	-3.0	-0.0004345117740177096	-0.00043451177401768876	-0.0004345117740179316	-0.00043451177401773733	-0.00043451177401766794	-0.00043451177401754304	-0.00043451177401768876	-1.5966195915321113	-0.9935304229807235	-1.37393026829226	-1.6119654812507775	-0.6103933733823621	-0.370518466807904	-1.4036507201710358	-1.0974741741265368	-1.8063214031618504
C6	-3.0	-3.0	-0.0004345117740176922	-3.0	-3.0	-0.00043451177401768876	-0.0004345117740176922	-3.0	-0.0004345117740176922	-1.5701220188177911	-0.910804250286748	-1.282647097342232	-1.5060349918421123	-0.5457406892257609	-0.47967748083152006	-1.2923410836142106	-1.0865467087050895	-1.7445028779806233
