<END>	<START>	computeCheckSum([B)J	extractTarHeader(Ljava/lang/String;)V	getName()Ljava/lang/String;	getSize()J	isDirectory()Z	parseTarHeader([B)V	writeEntryHeader([B)V
XID:25	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -3.0 -0.0004345117740176917 -0.0004345117740176917 -3.0 -0.0004345117740176917 -1.5579193380480392 -0.8953554854655257 -1.2295203898742608 -1.523332400052508 -0.568070895190269 -0.4810608177125857 -1.2824986218982932 -1.0748889064665899 -1.717933718215657
XID:26	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -3.0 -0.0004345117740176917 -0.0004345117740176917 -3.0 -0.0004345117740176917 -1.5577554564650522 -0.8907189133702142 -1.1712723613864622 -1.5318359539398552 -0.5878038058214734 -0.4893446340388017 -1.2538562391303831 -1.0528153581007271 -1.6947836698301908
XID:27	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -3.0 -0.0004345117740176917 -0.0004345117740176917 -3.0 -0.0004345117740176917 -1.557217365209206 -0.8956045030743949 -1.191959333619216 -1.5363953379510733 -0.5823872628828175 -0.4824551830114353 -1.2662764577853485 -1.0607676761779585 -1.703456341460101
XID:28	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -3.0 -0.0004345117740176917 -0.0004345117740176917 -3.0 -0.0004345117740176917 -1.5569927659927632 -0.8821736926363779 -1.1754048998354385 -1.5289150241647658 -0.587158465420519 -0.49049025914444183 -1.2599613360737283 -1.0559147904191701 -1.700995361624102
XID:29	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -3.0 -0.0004345117740176917 -0.0004345117740176917 -3.0 -0.0004345117740176917 -1.5569533372355386 -0.889189091519391 -1.176408605376913 -1.5323632334060238 -0.5921663579047158 -0.4916034850954981 -1.2451525736900175 -1.0390411652452491 -1.6819672337631075
XID:30	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -3.0 -0.0004345117740176917 -0.0004345117740176917 -3.0 -0.0004345117740176917 -1.5569411397866353 -0.8972880027962793 -1.1730276543834905 -1.5300299810736004 -0.5908697281014581 -0.49064417054302023 -1.2417038498960296 -1.039140481748388 -1.6862733366948433
XID:31	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -3.0 -0.0004345117740176917 -0.0004345117740176917 -3.0 -0.0004345117740176917 -1.5561947257251332 -0.8869131520773008 -1.1747037680372292 -1.532421889146003 -0.5937741581273841 -0.49107968595951984 -1.2465122359238539 -1.040129562950373 -1.6824302454795292
XID:32	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -3.0 -0.0004345117740176917 -0.0004345117740176917 -3.0 -0.0004345117740176917 -1.554741470778537 -0.8964188521461837 -1.175774654379302 -1.5306549981821478 -0.5899561541405747 -0.48826721163213027 -1.2482381734857457 -1.0449259376630056 -1.6900237483903062
XID:33	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -3.0 -0.0004345117740176917 -0.0004345117740176917 -3.0 -0.0004345117740176917 -1.5543767909214043 -0.885197861531082 -1.1749416626758726 -1.5328563420682888 -0.5938833012919129 -0.4896725131999179 -1.2508688725566508 -1.044315539371441 -1.6846783705233297
XID:34	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -3.0 -0.0004345117740176917 -0.0004345117740176917 -3.0 -0.0004345117740176917 -1.5540075180607842 -0.9000782163477019 -1.1957390912853179 -1.5292331779843236 -0.5807320379617165 -0.4830705290374069 -1.2634390786633205 -1.0593205656796503 -1.7036049898355141
XID:35	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -3.0 -0.0004345117740176917 -0.0004345117740176917 -3.0 -0.0004345117740176917 -1.5529061559210964 -0.8868495576198242 -1.186458173083881 -1.5320408570768236 -0.58772893701758 -0.4860969556802681 -1.26215950113397 -1.0557061389317222 -1.694048879990478
XID:36	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.563975506029197 -0.8997838981564343 -1.194039875375951 -1.5098222782927582 -0.5724867077767273 -0.5002154869227787 -1.2376796706559208 -1.0473254182951153 -1.6849799941697685
XID:37	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.613081781536673 -0.9637503597710876 -1.3524878073781001 -1.6133068849032448 -0.6299724368565636 -0.36177912010356794 -1.4124319604588402 -1.1223813092015296 -1.8283279462342632
XID:38	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.6122331241478307 -0.9590298124474104 -1.2760978089517516 -1.5855395893454172 -0.5837949538453964 -0.4048856622150231 -1.36209223815012 -1.1372802997765699 -1.7950815413963035
XID:39	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.607409417957092 -0.9697405776367936 -1.353924226181652 -1.618771186950975 -0.6392439741663718 -0.3596033432018856 -1.411059982923461 -1.100929329842757 -1.8154797660398072
XID:40	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.6062287329078853 -0.9564850972378908 -1.353434869749938 -1.5977956901701322 -0.6112853555625574 -0.37889006229376343 -1.3934015419171648 -1.1145290326919088 -1.8177106604568862
XID:41	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.6057623670168728 -0.9677000670643505 -1.2920242460457056 -1.5935364494977382 -0.5959100079442715 -0.39582178676342133 -1.3713813838073954 -1.1160132213452 -1.7865568364983404
XID:42	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.603842095993588 -0.9477994105253009 -1.2587327097896401 -1.5648475855942836 -0.5655776631492404 -0.4315269853214202 -1.3305017858765125 -1.1282493552936845 -1.7775457710462415
XID:43	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.602402141661156 -0.9907206461507586 -1.371121053574171 -1.6113793951262094 -0.6093652601797925 -0.367686585365259 -1.4072904758214715 -1.114964283489254 -1.816315083771409
XID:44	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.6019636754929076 -0.9957184670385482 -1.365740808474677 -1.6084300690086064 -0.5950340488750806 -0.37451440091581495 -1.4065310913970004 -1.1227239616987112 -1.8112471247696558
XID:45	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.6015938614087633 -0.9939485366842074 -1.3774962676297227 -1.6106157596177388 -0.602731529970223 -0.36954210171978263 -1.40915813179399 -1.117181288766042 -1.8194503925052221
XID:46	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.6013639410621883 -0.9941691337698277 -1.3781699013093927 -1.610859885449307 -0.6024735322711546 -0.3694747603543036 -1.4098827420136835 -1.1172128587505 -1.8202267521430129
XID:47	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.601305218385343 -0.994127935200564 -1.3781848196513502 -1.6108990824230196 -0.6025816663605078 -0.3694189080951789 -1.410002539603344 -1.1171505742269552 -1.820292241253688
XID:48	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.6013047328204062 -0.9940982223816992 -1.3781785223471448 -1.6108918845226945 -0.6026218800494333 -0.3693998855994346 -1.4100242078225447 -1.11715717198179 -1.8203061385034518
XID:49	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.6013046807956237 -0.9940981538324848 -1.3781784704751665 -1.610891813608014 -0.602621793078095 -0.36939982459865056 -1.4100242078225447 -1.1171572288594227 -1.8203059662207737
XID:50	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.6013046807956237 -0.994098093851931 -1.3781784704751665 -1.6108916717786872 -0.6026218452608959 -0.36939982459865056 -1.4100242078225447 -1.1171572288594227 -1.8203060810758849
XID:51	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.6013046287708474 -0.9940985051473231 -1.378178677963117 -1.6108920618094469 -0.6026217235010372 -0.3694000076010283 -1.4100239957121197 -1.117156432573244 -1.8203059662207737
XID:52	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.6013046114292568 -0.9940982223816992 -1.3781785223471448 -1.6108917426933447 -0.6026217756838296 -0.3693998855994346 -1.4100240850217596 -1.1171570354755023 -1.8203059375070008
XID:53	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.6013042819391654 -0.994099936115576 -1.3781790203184525 -1.6108930723453174 -0.602620836394525 -0.36940057694225215 -1.4100236049826607 -1.1171545783696573 -1.820305277090745
XID:54	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.6013029986643497 -0.9941057842833443 -1.3781800266372126 -1.6108958380344605 -0.6026144005780104 -0.3694038506687739 -1.4100210038497936 -1.1171499485829928 -1.8203022047326718
XID:55	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.6012907904016773 -0.9941143745919817 -1.3781728060924068 -1.610908549793762 -0.6026204015390535 -0.36940240697266974 -1.4100397591480316 -1.1171241842098931 -1.820290202644947
XID:56	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.6012532139969682 -0.9941676340133737 -1.3781609381014193 -1.6109572727858728 -0.6025775617124247 -0.369420758537415 -1.410106056687733 -1.1170698735960385 -1.82024127890576
XID:57	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.6011997248158991 -0.9943570299430897 -1.3781066855944109 -1.611081197076355 -0.6022483074941192 -0.36955829286514935 -1.4103208283772928 -1.117078602644995 -1.8199675053194848
XID:58	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.6011944369402757 -0.9950863258280351 -1.3770653768593957 -1.6110939852100248 -0.6005380270633073 -0.37042032533678226 -1.4103456406247772 -1.1178273090676405 -1.8181266410460417
XID:59	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.5999541386276523 -0.9753437882181513 -1.3543209243546679 -1.6158851996990942 -0.6414384308562981 -0.36409505111228346 -1.3981015962764638 -1.0765503879760383 -1.7953163704505273
XID:60	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.5978949056779739 -0.9756456256563888 -1.3050167083628852 -1.5936652638946223 -0.6025053019098402 -0.3941458162832035 -1.3671971003920114 -1.092395636070487 -1.7711821287885112
XID:61	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.5973754928123325 -0.948384207055352 -1.3576149658893852 -1.5808818930639572 -0.596368376479611 -0.3972365439268415 -1.3720141800665553 -1.0981232791815738 -1.801789421310349
XID:62	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.5969167645201323 -0.9931666529206239 -1.3714458446688784 -1.6154602359054158 -0.6164534952605029 -0.3672161480355718 -1.4055950398094308 -1.0956953087754218 -1.805164509971842
XID:63	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.5966034719848525 -0.9858239841436434 -1.3712152759772105 -1.5951034862025897 -0.595870188300866 -0.38250069578898993 -1.3880218709450407 -1.10407228656457 -1.8029000080392898
XID:64	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.5963730401078529 -0.9914565286580886 -1.3645431360412767 -1.5911940564956566 -0.5795921106278612 -0.3908872844464121 -1.3862459440638955 -1.1135728443993924 -1.7972439687042612
XID:65	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.596162523763245 -0.9894813395566834 -1.3787013122259408 -1.5941136948321806 -0.5884310825277712 -0.38472900887576805 -1.3897407437114797 -1.1066588141756735 -1.8062592521225402
XID:66	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.5960661190294732 -0.9975139314412726 -1.366710167079488 -1.6129836494672367 -0.6038850258549285 -0.3730961034566349 -1.4049739524484284 -1.102253411707486 -1.8003239022491715
XID:67	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.59603928852906 -0.9959633759297082 -1.3766979460278705 -1.6148454308934548 -0.6107016975258156 -0.36876669156178654 -1.4072821223770662 -1.0976583278557879 -1.8080148301198986
XID:68	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.5959917995228785 -0.9897078259531065 -1.3795635837890368 -1.5944004463551809 -0.5880879002040187 -0.38465729146976185 -1.3905679213317956 -1.1067520964331101 -1.8072233663431434
XID:69	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.5959232477140393 -0.9896572521937377 -1.3795899468762496 -1.5944531387252203 -0.5882086301496665 -0.38459049225196135 -1.3907063397752264 -1.1066748039968985 -1.8073042285363106
XID:70	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.5959200105273603 -0.9896221996582186 -1.3795835042685707 -1.594446481416019 -0.5882547371169926 -0.38456789824677384 -1.390731957096071 -1.1066778299147293 -1.8073188867690522
XID:71	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.5959199933994528 -0.9896226491405253 -1.3795835459006238 -1.594446737464486 -0.5882546698039832 -0.3845679614156997 -1.3907318396309596 -1.1066771914165514 -1.80731874742991
XID:72	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.5959199933994528 -0.9896221402926658 -1.3795834626365218 -1.594446447276235 -0.5882548717430424 -0.38456786666231446 -1.3907321493117764 -1.106678079762098 -1.8073188589012201
XID:73	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.5959199933994528 -0.9896221402926658 -1.3795834626365218 -1.594446447276235 -0.5882548212582688 -0.38456786666231446 -1.3907321493117764 -1.106678135283755 -1.8073188589012201
XID:74	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.5959199248878289 -0.9896221402926658 -1.3795833897804455 -1.5944463960665636 -0.5882547707735011 -0.38456780349340247 -1.3907321279544715 -1.1066780242404481 -1.8073188031655616
XID:75	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.5959195652019804 -0.9896241926493466 -1.3795837748769866 -1.5944477616598631 -0.5882535591408374 -0.3845686773308339 -1.3907313163776676 -1.1066751371244343 -1.8073178277926925
XID:76	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.5959185204019197 -0.9896311724308038 -1.3795849197606114 -1.594450783050298 -0.5882462894158413 -0.38457260435689994 -1.3907279633001075 -1.1066705844035625 -1.8073144836737713
XID:77	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.5959040989923023 -0.989641434524622 -1.3795770097171758 -1.5944662658723656 -0.5882527177312542 -0.38457081455509323 -1.3907482530185473 -1.1066414925336658 -1.8072999649227106
XID:78	-3.0 -3.0 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -0.0004345117740176917 -1.595863646239833 -0.9897043523971276 -1.3795652802206135 -1.5945225515199093 -0.5882008563914274 -0.3845937351040588 -1.3908161023142431 -1.1065865897146983 -1.8072427585222344
